LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,MAX_PAST_DELAY,TOTAL_PAY_AMT,BILL_AMT_TOTAL,UTILISATION,PAYMENT_TO_BILL_RATIO,PAY_AMT_STD,DEFAULT
30000,1,1,2,38,2,10385,151570,5.052333333333333,0.06851574509635748,1566.8708200316537,0
20000,1,2,2,22,3,7000,128035,6.40175,0.05467212346527539,1864.0457791231058,1
260000,1,3,1,50,2,4390,5151,0.01981153846153846,0.8520962732919255,422.60982793430946,1
180000,2,3,2,30,-1,18247,14384,0.07991111111111111,1.2684741049704553,2800.9380154988553,0
230000,2,2,1,32,0,13500,219196,0.9530260869565217,0.061588434148277575,689.202437604511,1
120000,2,2,3,43,0,9758,284107,2.367558333333333,0.03434609373900066,297.3433481123576,0
280000,1,1,1,63,-2,0,0,0.0,0.0,0.0,0
270000,2,2,2,29,0,31988,782946,2.8998,0.04085589446028914,817.4904688537149,0
70000,1,1,1,39,0,26284,338229,4.831842857142857,0.07771043372852793,3449.373431025795,0
60000,1,2,2,31,2,14137,334328,5.572133333333333,0.04228469561420038,1441.216210936675,0
180000,1,2,2,28,0,31500,523265,2.907027777777778,0.060198828129479076,1474.7881203752627,0
160000,2,2,1,32,2,4045,81080,0.50675,0.049888383221716556,475.76734510332534,1
50000,2,1,2,25,0,15481,31406,0.62812,0.4929155920654631,2062.1625946240674,0
60000,2,2,2,48,0,45878,212819,3.5469833333333334,0.21557184475143312,14870.615382917638,0
50000,1,2,2,48,3,3873,67703,1.35406,0.05720489188231124,383.026761467133,1
80000,2,2,1,56,1,8759,3507,0.0438375,2.4968643101482324,1807.720489087477,0
30000,2,2,1,22,0,6100,153289,5.109633333333333,0.03979385478504795,483.39080118126645,0
90000,2,1,2,26,0,8657,195569,2.172988888888889,0.044265480390652964,321.2627688772334,0
130000,2,2,1,33,0,10169,21350,0.16423076923076924,0.4762774577303171,3353.9397977105473,0
200000,1,1,1,38,-2,8098,10845,0.054225,0.7466347040383552,1725.121058554056,0
20000,2,2,2,23,2,7200,86913,4.34565,0.08284050900890536,969.5359714832658,1
300000,1,3,1,31,-1,6311,7874,0.026246666666666668,0.8013968253968254,1365.4658423654057,0
160000,2,1,1,41,0,26805,625161,3.90725625,0.042876886311068174,1248.8384603302381,0
500000,2,1,1,41,-1,74731,75411,0.150822,0.9909696069591046,30508.80299465495,0
50000,2,2,2,25,2,5400,178588,3.57176,0.030237024676771806,513.8093031466052,1
20000,1,1,2,25,0,21400,102726,5.1363,0.20831913713045255,5616.641938620146,0
240000,1,3,1,40,3,37500,1302176,5.4257333333333335,0.028797928392223178,6047.726845683426,1
200000,1,2,2,29,2,39100,1074561,5.372805,0.03638691857705744,872.7351641057364,1
200000,2,2,2,27,2,4174,4688,0.02344,0.890168479419919,1082.6415226965325,1
260000,2,1,2,36,-1,44754,59586,0.22917692307692308,0.7510698642321312,4101.10824046379,0
100000,1,2,2,26,2,70090,329735,3.29735,0.2125639905864085,21198.341309325755,0
360000,1,3,1,42,0,83044,110639,0.30733055555555555,0.7505784526391902,10410.621127803406,0
280000,2,4,3,38,0,167319,1020603,3.645010714285714,0.16394115641326118,57939.75375077115,0
360000,1,1,1,47,0,48512,73508,0.2041888888888889,0.6599464011209512,1826.0438841020953,0
420000,2,1,1,34,0,35582,13062,0.0311,2.723876598024956,10845.106632332698,0
400000,2,2,1,42,0,2666,4641,0.0116025,0.5743214131839725,526.3928824240186,0
50000,2,2,1,41,2,34752,150048,3.00096,0.2316043425814234,11904.366593817582,0
500000,1,1,1,45,-2,482473,475252,0.950504,1.0151919083098897,89443.81167954922,0
50000,1,2,2,56,0,7880,229851,4.59702,0.03428292988531751,688.8810250447218,0
80000,2,1,2,24,2,83636,8777,0.1097125,9.527910685805423,30916.32082681681,0
80000,2,2,2,23,3,9491,428024,5.3503,0.02217393843817534,1288.4953110767096,0
20000,2,2,2,50,0,11000,96062,4.8031,0.11450818733539449,983.1920802501751,0
460000,2,1,2,27,0,43091,476915,1.0367717391304347,0.09035343750262101,4487.90122068954,0
240000,1,1,2,33,0,2904,98793,0.4116375,0.02939449764155718,801.1122268446538,0
120000,1,2,2,30,0,19354,286406,2.3867166666666666,0.067575164014846,3322.3910466208927,0
20000,1,2,2,24,3,2300,46342,2.3171,0.04962993332326349,601.3872850889572,0
290000,1,3,1,50,0,89642,263178,0.9075103448275862,0.34061228289491186,33300.249516582706,0
50000,2,2,2,38,0,5684,151267,3.02534,0.037575693471190205,339.6407906401507,0
200000,2,2,1,40,0,7408,80064,0.40032,0.09252482358084056,1699.6689873815628,0
20000,2,3,3,27,2,6419,71360,3.568,0.089951093734673,1578.2433800484218,0
100000,1,1,1,43,0,12120,282921,2.82921,0.04283866224613144,284.190780990517,0
260000,2,1,2,36,0,29690,674044,2.592476923076923,0.0440475042467491,1890.9301062352004,0
20000,2,2,2,27,4,0,110153,5.50765,0.0,0.0,0
10000,2,2,2,22,2,6102,50021,5.0021,0.12198632601655272,537.6311002908965,0
420000,1,1,1,47,-2,220796,258943,0.6165309523809523,0.8526785714285714,41340.29745256639,0
130000,2,3,2,27,0,23587,145267,1.1174384615384616,0.16236886306688328,2081.5446588211043,0
150000,2,1,2,25,0,19581,237978,1.58652,0.08228036927628068,3310.937072793743,0
120000,1,1,2,33,-1,1746,1746,0.01455,0.9994275901545506,0.0,0
30000,2,2,2,25,0,4958,56094,1.8698,0.08838577413316695,376.9831119117496,0
260000,2,2,2,31,0,33152,719079,2.7656884615384616,0.046103354286032155,2096.4376133495284,0
60000,1,3,2,34,-1,2106,2106,0.0351,0.9995253915519696,61.237243569579455,1
70000,2,3,2,52,0,8561,324858,4.640828571428571,0.026352971596908196,727.7794766731655,0
110000,1,2,2,26,2,26000,207558,1.8868909090909092,0.12526558713426061,3502.380143083653,0
180000,1,2,2,37,0,184293,142570,0.7920555555555555,1.2926401582369487,41294.276575574004,0
300000,2,2,2,48,-2,30477,13878,0.04626,2.1959074861301247,6967.609625976473,0
260000,2,1,1,38,-1,7459,7366,0.028330769230769232,1.0124881227093796,1278.0186879176167,0
50000,2,2,1,41,2,5062,148419,2.96838,0.034105915644791804,1285.815798108993,1
90000,2,3,1,45,0,3971,135074,1.5008222222222223,0.029398482324634462,993.786781289964,0
20000,2,2,2,24,2,14576,59874,2.9937,0.24344050104384132,2200.055150823876,1
220000,2,1,2,30,2,62427,95888,0.43585454545454544,0.6510340080718331,15044.228032704104,0
240000,1,1,2,27,2,6755,23467,0.09777916666666667,0.2878387591614113,1133.7591307974842,0
440000,2,2,2,40,0,123000,605436,1.375990909090909,0.20315904049471703,29201.027379186507,0
60000,2,2,1,37,5,9303,351387,5.85645,0.026475007683813903,1617.4239703924263,0
380000,1,2,1,31,-1,56820,54011,0.14213421052631578,1.051988447011775,2992.046523702464,0
30000,2,3,1,44,2,6460,124716,4.1572,0.051797269017054615,949.9824559783547,1
120000,2,2,2,35,0,82474,351761,2.9313416666666665,0.23445966306764232,26633.02222179576,0
150000,1,1,2,29,-2,34426,31748,0.21165333333333333,1.0843176163028756,2563.413323416001,0
90000,1,2,2,28,2,14105,280965,3.1218333333333335,0.05020180377696946,1928.0798133549004,0
180000,2,2,1,34,0,25898,71517,0.39731666666666665,0.36211862747839707,4698.936120726336,0
10000,2,2,2,37,0,2732,31139,3.1139,0.08773281952472704,504.0776395225905,0
20000,1,2,2,24,2,7000,99017,4.95085,0.07069421721303197,983.1920802501751,1
80000,2,3,1,41,2,12180,358995,4.4874375,0.033927954629020936,1868.8821257639552,1
610000,1,2,1,30,0,10510,89506,0.1467311475409836,0.11742098383366664,355.9762164340009,0
180000,2,3,2,27,1,8081,8081,0.044894444444444445,0.9998762682504331,3299.054435238477,0
50000,1,3,1,53,1,3106,3175,0.0635,0.9779596977329975,528.5609394068641,1
130000,1,1,2,30,0,30500,772906,5.945430769230769,0.03946140997558568,741.3950813612582,1
160000,1,1,2,26,0,35979,364296,2.27685,0.0987628226419652,1196.2755117446818,0
200000,1,1,2,29,2,42517,908016,4.54008,0.04682401320680119,5418.683176443024,0
20000,1,1,2,29,2,8170,103685,5.18425,0.0787955943907567,1408.8352162927597,0
50000,2,2,2,56,0,8728,200779,4.01558,0.04347046518577548,798.6472729977024,0
30000,2,2,1,46,2,7180,179509,5.983633333333334,0.039997771711882346,722.2649560006818,1
140000,1,2,1,29,0,31917,784438,5.603128571428571,0.040687676160925196,689.1901769468279,0
160000,1,2,1,45,2,5500,74972,0.468575,0.07335974284075601,1020.6207261596577,0
410000,1,1,1,33,-1,12722,15966,0.03894146341463415,0.7967683346902987,3241.7124281260153,0
320000,2,1,2,30,0,80062,45968,0.14365,1.741651982858013,14314.001560243967,0
50000,2,2,1,36,0,9497,286391,5.72782,0.03316084248163356,577.3499516468904,0
110000,1,2,2,29,0,26164,664007,6.0364272727272725,0.03940313972120818,353.952915889482,0
530000,2,3,1,50,0,49000,1253845,2.365745283018868,0.0390797593962895,2136.976056643281,0
80000,2,2,2,40,0,6974,183217,2.2902125,0.0380639456821928,685.0873423634877,1
190000,2,1,2,26,2,33383,765367,4.028247368421052,0.04361692675941508,729.5602556791774,1
500000,1,2,1,58,-1,46076,41404,0.082808,1.1128124622630118,5731.413845349738,0
270000,2,3,2,30,1,11659,11659,0.04318148148148148,0.9999142367066896,1811.2261500615175,0
20000,2,2,2,26,2,4243,105130,5.2565,0.04035917093911406,411.75595522914625,0
90000,1,2,1,39,2,7755,156882,1.7431333333333334,0.049431742126297945,641.3559853934474,1
10000,1,2,2,44,2,1019,27503,2.7503,0.03704915648632926,416.0050079826765,0
320000,2,2,1,36,0,6655,30169,0.094278125,0.22058336095459066,800.3150421344501,0
190000,2,1,1,33,0,43936,105101,0.5531631578947368,0.41803200700272114,4490.795326739649,0
380000,1,1,1,39,-1,70350,52697,0.13867631578947368,1.3349652738244335,19490.863244094653,1
180000,1,2,2,30,0,36370,846356,4.701977777777778,0.042972409987747484,1984.2593244499737,0
360000,2,1,2,33,-1,16713,12471,0.03464166666666667,1.3400416933932007,4770.741399405338,0
150000,1,2,1,30,2,22960,68878,0.4591866666666667,0.33333817273769945,2220.8707001234147,0
50000,2,1,1,57,2,32818,246577,4.93154,0.13309378776695407,12204.552669666622,1
50000,1,2,2,39,2,9133,228586,4.57172,0.03995415312331847,1665.4315256613424,0
50000,1,3,1,51,0,11220,252983,5.05966,0.04435063086993644,757.7316147555149,0
340000,2,2,2,30,0,53105,146770,0.4316764705882353,0.36182215832828013,17927.82151201497,0
320000,1,1,2,26,0,223210,150236,0.4694875,1.4857192302828197,89555.312875712,0
230000,2,1,2,42,2,3388,3864,0.0168,0.8765847347994825,536.2472066749315,0
120000,2,1,2,31,-1,27578,21975,0.183125,1.2549144521295958,2159.141465181628,0
30000,1,1,2,34,2,5500,144387,4.8129,0.038091808183505556,785.917722580848,0
240000,1,1,2,34,-1,90344,81757,0.34065416666666665,1.1050172460187382,10081.367043544575,0
240000,2,2,1,32,1,5779,4571,0.019045833333333335,1.2639982502187226,1323.6642197576646,0
210000,1,1,2,30,2,25000,604549,2.878804761904762,0.04135307253328922,463.3213427705081,0
20000,1,3,2,24,2,4949,98074,4.9037,0.050461381595717565,669.0298697865937,0
20000,2,2,1,42,0,5751,109555,5.47775,0.05249370185110811,271.48241195333446,1
110000,2,1,2,25,2,7091,19100,0.17363636363636364,0.3712371080048165,2266.6592524388548,0
130000,1,2,1,39,0,19625,543112,4.177784615384615,0.036134285130350406,542.2425349109627,0
80000,2,2,1,28,0,20000,466620,5.83275,0.04286133714513492,516.3977794943223,0
20000,1,2,1,36,2,4063,77746,3.8873,0.05225925116081649,442.71815714590554,1
10000,1,1,1,38,2,7600,53939,5.3939,0.14089729328883946,1888.5620632287062,1
180000,1,2,1,37,-1,77228,73201,0.4066722222222222,1.0549984973088167,4951.21818007111,0
280000,2,2,2,29,0,17040,514049,1.8358892857142857,0.033148526407936973,1183.8918869558993,0
220000,1,1,2,29,2,16300,552925,2.5132954545454544,0.02947953252333947,2825.184359766043,1
260000,1,2,1,42,3,31900,1279218,4.920069230769231,0.024937090521638592,4122.337524592894,1
30000,1,2,1,40,2,3020,54341,1.8113666666666666,0.05557395752824703,638.8009601328623,0
50000,2,2,1,29,-1,64798,92443,1.84886,0.7009432737657393,10168.06087052328,0
150000,2,3,2,47,0,36100,912867,6.08578,0.03954569554415315,870.440501508671,0
160000,1,3,2,38,0,12676,289273,1.80795625,0.043820046046309034,537.4892246981949,0
20000,1,2,2,26,1,12472,30743,1.53715,0.40567265157429094,3994.5936797960644,0
280000,1,1,1,42,0,212344,685448,2.4480285714285714,0.3097881826364908,75543.19567417484,0
50000,1,2,2,24,0,4217,50188,1.00376,0.08402239534559365,461.29921598314763,0
300000,2,1,2,43,1,3439,4791,0.01597,0.7176544240400667,963.5456225144022,0
230000,1,2,1,31,2,30000,166358,0.723295652173913,0.18033289452329,4472.13595499958,0
60000,1,3,2,27,0,17000,130088,2.1681333333333335,0.1306797653913859,1834.8478592697181,0
190000,1,3,1,29,-2,7916,63941,0.3365315789473684,0.12379969347220919,1192.606668884032,0
60000,1,2,2,43,1,780,780,0.013,0.998719590268886,318.43366656181314,0
100000,2,2,2,25,2,18000,482161,4.82161,0.037331851120577735,635.6099432828281,1
30000,2,2,1,45,0,8500,119562,3.9854,0.07109222752858325,491.59604012508754,0
200000,2,2,2,30,6,5055,401032,2.00516,0.012604947722506627,971.9760799525882,1
30000,1,1,3,27,0,10500,161922,5.3974,0.06484563650624062,758.287544405155,0
130000,1,2,2,25,0,40740,440268,3.386676923076923,0.0925343369621754,7834.935532600125,0
120000,1,2,2,29,0,9500,260054,2.167116666666667,0.03653073388321701,204.12414523193155,0
160000,2,2,2,35,1,6371,5771,0.03606875,1.1037768537768538,2504.248423512864,0
20000,2,2,2,23,0,28383,91430,4.5715,0.3104308166814319,9342.284340566819,0
30000,2,2,2,24,2,7654,171243,5.7081,0.04469645651818458,1324.125925532261,0
70000,2,2,2,23,0,9970,198226,2.8318,0.05029587291337709,1259.9867724173405,0
80000,1,3,2,25,0,37573,281555,3.5194375,0.13344769779368937,12159.967210756231,0
80000,2,2,2,23,0,6385,21237,0.2654625,0.30064036161597135,383.78140479531663,0
100000,1,2,2,50,0,19000,480490,4.8049,0.03954288425797778,408.2482904638631,0
570000,1,1,2,31,0,47750,189347,0.3321877192982456,0.25218116906436827,9898.016400606068,0
170000,1,1,1,45,2,2310,2670,0.015705882352941177,0.8648446274803444,277.83088381243726,0
50000,2,2,2,25,1,31579,14459,0.28918,2.1838865836791146,6308.246362236233,0
310000,2,1,2,39,0,65527,1548205,4.994209677419355,0.04232447103292456,1562.9101594994725,0
140000,1,1,2,27,2,24063,81005,0.5786071428571429,0.29705207021702096,3542.8606379591056,1
200000,2,2,2,29,2,76684,375010,1.87505,0.2044846684497255,13715.50046723293,0
300000,2,2,2,26,0,23363,48197,0.16065666666666667,0.4847296568322337,4767.155563506049,1
300000,2,1,2,26,0,66006,1612988,5.376626666666667,0.040921543792301125,4474.550927188113,0
140000,1,2,2,55,0,161000,769810,5.498642857142857,0.20914224400534676,55441.560824589586,0
560000,1,1,1,47,-1,344783,329659,0.5886767857142857,1.0458745374021718,34169.241287547884,0
200000,1,1,1,46,2,65000,476754,2.38377,0.13633837086134387,15625.833311112297,1
230000,2,3,1,31,0,32712,1061153,4.613708695652174,0.030826816842795673,788.7990872205672,0
200000,1,1,1,36,2,6000,29522,0.14761,0.203231378924906,948.6832980505138,1
160000,1,2,2,34,2,15000,460594,2.8787125,0.03256657149990773,3255.764119219941,1
220000,1,1,2,29,0,50408,1080552,4.9116,0.046650187450314795,2634.9417197855946,0
60000,1,3,2,25,0,11300,232501,3.8750166666666668,0.04860173245821541,617.7917664283548,0
390000,2,2,1,43,2,10616,277227,0.7108384615384615,0.03829339027803829,1881.553259056641,1
280000,2,1,2,39,-2,3957,4521,0.016146428571428572,0.8750552852720035,426.6135253364572,0
80000,1,1,1,60,0,13756,151155,1.8894375,0.09100531900817699,2689.7987780997055,0
360000,1,2,1,34,0,7502,202531,0.5625861111111111,0.03704106017814469,246.1809632499367,0
20000,2,2,2,21,0,15600,114596,5.7298,0.13612921804235714,2273.3235581412514,0
500000,2,2,1,31,0,96457,171169,0.342338,0.5635158030028626,23305.94154645263,0
90000,2,1,2,23,0,16092,19602,0.2178,0.8208947610059685,2300.9813558566702,0
30000,2,1,1,33,0,7932,171684,5.7228,0.04620089116696275,213.97196077991154,0
390000,1,1,2,47,1,3883,3883,0.009956410256410256,0.9997425334706488,1525.7641255012736,0
360000,1,1,1,32,1,0,-10,-2.777777777777778e-05,-0.0,0.0,1
10000,2,2,2,32,0,4385,58741,5.8741,0.07464846276939839,355.78668702843095,0
150000,2,1,1,32,1,0,0,0.0,0.0,0.0,0
40000,2,2,2,27,0,17349,211066,5.27665,0.08219664845759878,3005.1677989756245,0
210000,2,4,2,29,0,77115,392722,1.870104761904762,0.19635977521051734,641.3235532864827,0
50000,2,2,1,41,0,5903,182700,3.654,0.03230962063699706,427.5275039885349,0
10000,1,2,2,23,2,4800,49053,4.9053,0.09785134749459778,460.43457732885355,1
310000,2,2,2,26,0,12000,267845,0.8640161290322581,0.04480186375753231,632.4555320336759,0
50000,1,1,2,34,0,4300,148199,2.96398,0.029014844804318488,868.1397736923858,0
150000,2,1,1,37,0,5591,10575,0.0705,0.5286497730711044,1135.131783832462,0
50000,1,3,1,48,0,5511,83118,1.66236,0.06630253010743632,433.4206963217147,1
250000,2,1,2,30,2,21193,501971,2.007884,0.04221948634585196,3453.784035904195,0
30000,2,3,1,46,3,6000,143687,4.7895666666666665,0.04175714047102055,792.4645102463579,1
30000,1,1,1,32,0,8447,127032,4.2344,0.0664945329166437,669.4724540014075,1
30000,2,3,1,50,2,10029,168312,5.6104,0.05958541526798287,1862.2008216086685,1
20000,2,2,1,44,8,780,97021,4.85105,0.008039413741213332,318.43366656181314,1
30000,2,1,2,24,0,5837,116150,3.8716666666666666,0.05025354925915403,297.9975950685956,0
300000,1,1,1,45,-1,64448,25330,0.08443333333333333,2.544234337373179,8201.080359724972,1
90000,1,2,1,28,0,776,5580,0.062,0.13904318222540762,316.80067339995776,0
30000,1,2,2,24,2,29462,98138,3.2712666666666665,0.30020684946861087,10071.314445824173,0
200000,2,2,1,51,2,35688,817780,4.0889,0.04364004544003835,3952.7286777617305,1
180000,2,2,2,29,2,30900,692901,3.84945,0.04459505095958736,3550.5997803188125,0
70000,2,2,2,26,0,34156,182814,2.6116285714285716,0.18683368432568442,11935.171664733889,0
230000,2,2,2,29,2,6187,1858,0.008078260869565217,3.328133405056482,2073.2427177411396,0
240000,2,1,1,45,1,0,0,0.0,0.0,0.0,0
190000,2,3,1,41,-1,16461,14482,0.07622105263157895,1.1365739142442863,2152.297353991776,0
80000,2,1,1,29,-2,31556,35781,0.4472625,0.8818959253255827,8574.119352252257,0
300000,2,2,1,34,0,13377,403656,1.34552,0.03313952192083873,1466.3801348899951,0
220000,2,1,1,36,0,47426,1236009,5.618222727272728,0.038370239722979586,1011.4768740147581,0
340000,1,2,1,31,0,29325,426676,1.2549294117647058,0.06872880422427269,3508.5063346102143,1
480000,2,1,2,57,-1,112651,140492,0.2926916666666667,0.801826425515862,10112.380618166362,0
60000,2,1,1,25,0,16831,171918,2.8653,0.09790075558838755,4185.038179833808,0
200000,1,2,1,28,0,20945,65591,0.327955,0.3193224783510184,1228.7876003063616,0
20000,1,2,1,53,2,4030,59335,2.96675,0.06791829580693003,1186.514503352853,0
110000,2,3,2,46,0,10000,239174,2.174309090909091,0.04181038988188565,816.496580927726,0
470000,2,2,2,32,0,704208,2288740,4.869659574468085,0.3076835692636257,130141.9253784114,1
200000,1,2,1,42,-1,113127,60850,0.30425,1.859082020016105,25311.984029309122,0
130000,1,1,2,30,0,13086,127644,0.9818769230769231,0.10251870421873163,1619.8833291320705,0
80000,1,1,1,46,0,8272,291989,3.6498625,0.028329737319771224,546.0214891986091,0
120000,2,2,1,30,1,0,0,0.0,0.0,0.0,0
180000,1,1,2,27,0,91009,161654,0.8980777777777778,0.5629828956728836,6553.478478385862,0
400000,1,2,1,42,0,51851,1509036,3.77259,0.03436032383566473,1591.4303524398001,0
150000,1,3,1,43,0,11694,378382,2.5225466666666665,0.030905193943702544,645.2373206813133,0
640000,2,3,2,34,0,365694,490720,0.76675,0.745217751023494,69625.5037295961,0
500000,1,1,1,32,1,125048,344268,0.688536,0.36322759237689134,14966.859318730389,0
70000,2,1,2,26,2,12200,186614,2.665914285714286,0.0653752377890309,1976.5289440498127,1
100000,2,1,2,24,3,1454,4437,0.04437,0.32762505633168093,196.49495328548943,0
80000,2,3,1,42,-2,0,0,0.0,0.0,0.0,0
120000,2,2,1,30,0,22428,524294,4.369116666666667,0.0427774439962235,749.3354389057013,0
210000,2,1,2,31,0,12500,260394,1.2399714285714285,0.048003993932295166,204.1241452319315,0
50000,2,1,2,25,2,15810,57755,1.1551,0.27373779347600247,4380.7019985385905,0
50000,2,2,1,45,0,3645,98887,1.97774,0.03685988188657876,482.9827119059232,0
260000,1,2,1,35,-1,10261,9928,0.038184615384615386,1.0334374055796152,2705.849250543472,0
20000,1,2,2,22,1,2000,240,0.012,8.298755186721992,816.496580927726,0
30000,1,2,1,40,2,4438,192552,6.4184,0.023048199716441706,644.2988954411351,0
310000,2,2,1,29,0,21095,755177,2.436054838709677,0.027933811631165102,991.4303640027708,0
100000,1,1,2,34,0,95253,106334,1.06334,0.8957821977711948,24382.762220470428,0
300000,2,1,1,38,-2,1100,390,0.0013,2.813299232736573,449.07311951024934,0
30000,1,3,1,47,2,4930,118774,3.9591333333333334,0.04150705114712692,1470.7877707768268,0
320000,1,2,2,34,0,23105,530546,1.65795625,0.04354939336194531,3623.493033892388,0
120000,2,1,2,32,0,22740,473694,3.94745,0.048005573206388076,1032.537844342763,0
80000,1,2,2,24,2,6911,158988,1.98735,0.04346841605394084,718.4790648770963,1
20000,1,3,1,50,2,7100,104999,5.24995,0.06761904761904762,499.66655548141966,1
380000,1,1,1,53,-2,2160,2520,0.006631578947368421,0.85680285600952,227.68399153212331,0
180000,2,1,2,30,0,49400,889959,4.944216666666667,0.05550811272416738,3729.1643389191986,0
50000,1,2,2,27,0,1000,52019,1.04038,0.019223375624759707,408.248290463863,0
280000,1,1,2,33,-2,0,0,0.0,0.0,0.0,0
30000,2,3,2,47,0,4518,71517,2.3839,0.06317290751978523,616.8095330002609,0
100000,1,2,2,25,2,4000,148092,1.48092,0.02701005449278494,1169.045194450012,1
30000,1,1,2,45,2,8480,101389,3.3796333333333335,0.08363743958970313,1754.5559742187388,0
160000,2,2,2,30,0,21807,638492,3.990575,0.03415385916525318,537.6815972301823,0
210000,1,1,1,42,-1,29897,28522,0.13581904761904762,1.0481716509483574,2295.1814234754224,0
10000,1,1,2,30,0,4259,46185,4.6185,0.09221409085004113,532.9729511585618,0
420000,2,2,2,36,0,150167,141097,0.3359452380952381,1.0642744758961857,8528.181386829589,0
400000,2,1,1,37,0,253144,389878,0.974695,0.6492886254453305,34401.508610330835,0
70000,2,1,2,29,0,10921,394243,5.632042857142857,0.027701119103905197,225.6035608466025,0
110000,1,2,2,31,0,11200,332752,3.0250181818181816,0.0336585996219418,550.1514942874069,0
300000,1,1,1,54,0,0,234589,0.7819633333333333,0.0,0.0,0
120000,2,1,2,27,0,137750,322665,2.688875,0.4269120390744609,40174.74849537539,0
180000,1,1,2,27,0,22800,85148,0.47304444444444443,0.2677659162174541,2886.5203966021095,0
400000,1,1,1,46,0,121033,483597,1.2089925,0.25027605573224043,39110.11526148532,0
100000,1,1,1,44,0,10900,241950,2.4195,0.04505044409818517,160.20819787597222,0
220000,2,2,1,32,-1,204833,1065039,4.8410863636363635,0.19232423195372944,66564.79706997286,1
220000,2,2,1,43,-1,7333,3307,0.015031818181818183,2.2167472793228535,1567.5387608179476,0
140000,2,2,1,27,0,35000,694066,4.9576142857142855,0.05042740830496191,2041.241452319315,0
90000,2,2,1,51,0,22078,581770,6.464111111111111,0.037949639978617014,568.3409774656994,1
30000,2,1,2,23,0,8980,177136,5.904533333333333,0.05069522460016823,357.238109202625,0
240000,2,1,2,28,0,3954,8418,0.035075,0.46965197766955696,984.929439097035,0
110000,2,1,1,37,2,28608,655759,5.961445454545455,0.04362571672563133,3485.3384340692082,0
60000,2,1,2,24,3,12700,255824,4.263733333333334,0.04964331085703117,2383.624690815789,1
20000,1,2,2,26,5,8000,75620,3.781,0.10579071950913106,2160.2468994692867,1
180000,1,2,1,53,0,42365,1064981,5.916561111111111,0.03978001506128742,751.9336185240468,1
130000,2,2,2,26,0,11073,324606,2.496969230769231,0.03411201853318012,1024.9438521206907,0
130000,2,3,1,36,0,9942,267727,2.0594384615384613,0.03713470387856332,287.98819420247077,0
70000,1,1,2,26,2,12924,284521,4.064585714285714,0.04542355248451789,687.0807812768452,0
10000,1,2,1,42,2,3200,57662,5.7662,0.05549485805455838,588.7840577551899,1
50000,2,1,2,24,-2,1020,1914,0.03828,0.5326370757180157,416.4132562731403,0
190000,2,1,1,31,3,39724,27138,0.14283157894736842,1.4637237923283835,10759.152506896939,0
60000,1,2,2,36,0,11828,290582,4.8430333333333335,0.04070437706266368,686.7909919813063,0
20000,1,1,2,25,2,7580,112899,5.64495,0.06713906111603189,1390.0411025098022,1
80000,2,2,2,42,2,21525,468966,5.862075,0.04589875193776961,3188.4067337778597,1
500000,2,1,1,51,0,212897,292821,0.585642,0.7270526121671186,35123.301555615,0
220000,1,3,1,52,1,0,-29480,-0.134,-0.0,0.0,0
230000,2,2,1,36,-2,11209,14755,0.06415217391304348,0.7596232041203578,1291.9618286414916,0
20000,1,2,2,25,2,6500,100200,5.01,0.06486961207971977,861.2007121842543,0
50000,1,2,2,39,0,4406,138612,2.77224,0.03178634038654383,483.87959934953517,1
120000,2,1,2,29,0,21310,570291,4.752425,0.03736682261017163,807.9707090400411,0
130000,2,2,2,34,2,24450,615383,4.733715384615385,0.03973128973128973,2599.567271681962,1
230000,2,1,2,26,2,4934,5998,0.026078260869565217,0.8224704117352892,628.9030661927693,0
350000,1,1,2,32,0,74000,645144,1.8432685714285715,0.11470289624813026,11860.297916438132,0
300000,2,1,2,38,-2,124907,34937,0.11645666666666667,3.5751044707768047,46839.12582624346,0
70000,2,2,2,55,0,11105,322835,4.611928571428572,0.0343982703292074,291.16690517067127,0
280000,1,1,2,33,0,41471,1405322,5.019007142857143,0.0295099418425515,2418.5848272629737,0
60000,2,2,1,25,0,13433,134381,2.2396833333333332,0.09996130434135524,1793.6409246743526,1
310000,1,2,2,42,0,41203,1071645,3.4569193548387096,0.038448330885385656,416.6410525460335,1
290000,1,3,2,34,0,157800,590882,2.0375241379310345,0.2670579454815928,53278.5134927768,1
180000,1,1,1,35,2,27000,823872,4.577066666666667,0.03277204132190277,5120.156247615887,1
340000,2,1,2,43,1,154,-1272,-0.003741176470588235,-0.12116443745082613,62.8702367314349,0
360000,2,1,2,29,-2,26245,28502,0.07917222222222223,0.920780268743641,1807.8515886727723,0
180000,2,1,1,33,0,5088,12162,0.06756666666666666,0.4183178492148319,720.1813660460815,1
30000,2,3,1,48,0,12985,169851,5.6617,0.07644890846148411,1037.058612936929,0
100000,1,1,2,32,0,10400,155768,1.55768,0.06676553101066322,225.09257354845508,0
180000,1,2,1,42,0,17100,413907,2.2994833333333333,0.04131352861022256,599.1660871578097,0
210000,2,1,2,31,2,33788,732007,3.485747619047619,0.04615796548671599,4477.375198335144,1
180000,2,2,1,36,0,30800,703676,3.909311111111111,0.04377008201205951,979.1152468768254,0
60000,2,3,3,48,2,24996,203059,3.384316666666667,0.12309662168817098,8327.521047706814,0
500000,1,1,2,30,0,398118,2063747,4.127494,0.19291018089417894,114940.58175422638,0
